area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
vital,Observation.code,Blood Pressure,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,5,BP,http://loinc.org,55284-4,Blood pressure systolic and diastolic,dual-coding,yes,high,1:n FLO_MEAS_ID->LOINC fan-out,standard
vital,Observation.code,Blood Pressure,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,5,BP,http://loinc.org,85354-9,Blood pressure panel with all children optional,dual-coding,yes,high,1:n FLO_MEAS_ID->LOINC fan-out,standard
vital,Observation.code,Blood Pressure,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,5,BP,http://loinc.org,8716-3,Vital signs,dual-coding,yes,medium,"generic flowsheet panel LOINC stamped on all vitals, not concept-specific",standard
vital,Observation.code,Pulse,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,8,Pulse,http://loinc.org,8716-3,Vital signs,dual-coding,yes,medium,"generic flowsheet panel LOINC stamped on all vitals, not concept-specific",standard
vital,Observation.code,Pulse,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,8,Pulse,http://loinc.org,8867-4,Heart rate,dual-coding,yes,high,1:n FLO_MEAS_ID->LOINC fan-out,standard
vital,Observation.code,SpO2,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,10,SpO2,http://loinc.org,2708-6,Oxygen saturation in Arterial blood,dual-coding,yes,high,1:n FLO_MEAS_ID->LOINC fan-out,standard
vital,Observation.code,SpO2,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,10,SpO2,http://loinc.org,2710-2,Oxygen saturation in Capillary blood by Oximetry,dual-coding,yes,high,1:n FLO_MEAS_ID->LOINC fan-out,standard
vital,Observation.code,SpO2,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,10,SpO2,http://loinc.org,59408-5,Oxygen saturation in Arterial blood by Pulse oximetry,dual-coding,yes,high,1:n FLO_MEAS_ID->LOINC fan-out,standard
vital,Observation.code,SpO2,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,10,SpO2,http://loinc.org,8716-3,Vital signs,dual-coding,yes,medium,"generic flowsheet panel LOINC stamped on all vitals, not concept-specific",standard
vital,Observation.code,Height,IP_FLWSHT_MEAS,FLO_MEAS_ID,urn:oid:1.2.840.114350.1.13.283.2.7.2.707679,11,Height,http://loinc.org,8302-2,Body height,dual-coding,yes,high,1:n FLO_MEAS_ID->LOINC fan-out,standard
