area,fhir_path,concept_display,ehi_join_table,ehi_join_column,epic_local_system,epic_local_code,epic_local_display,target_system,target_code,target_display,anchor_method,ehi_verified,confidence,notes,system_class
problem,Condition.code,Gastroesophageal reflux disease,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,70859,Gastroesophageal reflux disease,http://hl7.org/fhir/sid/icd-10-cm,K21.9,Gastro-esophageal reflux disease without esophagitis,content-match,yes,medium,embedded Epic DX 8169 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Gastroesophageal reflux disease,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,70859,Gastroesophageal reflux disease,http://snomed.info/sct,235595009,Gastroesophageal Reflux Disease,content-match,yes,medium,embedded Epic DX 8169 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Gastroesophageal reflux disease,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,70859,Gastroesophageal reflux disease,http://snomed.info/sct,698065002,Acid Reflux,content-match,yes,medium,embedded Epic DX 8169 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Gastroesophageal reflux disease,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,70859,Gastroesophageal reflux disease,http://hl7.org/fhir/sid/icd-9-cm,530.81,Gastroesophageal reflux disease,content-match,yes,medium,embedded Epic DX 8169 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Post concussion syndrome,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,260690,Post concussion syndrome,http://hl7.org/fhir/sid/icd-10-cm,F07.81,Postconcussional syndrome,content-match,yes,medium,embedded Epic DX 802015 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Post concussion syndrome,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,260690,Post concussion syndrome,http://snomed.info/sct,40425004,Postconcussion Syndrome,content-match,yes,medium,embedded Epic DX 802015 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Post concussion syndrome,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,260690,Post concussion syndrome,http://hl7.org/fhir/sid/icd-9-cm,310.2,Post concussion syndrome,content-match,yes,medium,embedded Epic DX 802015 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Neck pain,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,86021,Neck pain,http://hl7.org/fhir/sid/icd-10-cm,M54.2,Cervicalgia,content-match,yes,medium,embedded Epic DX 78890 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Neck pain,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,86021,Neck pain,http://snomed.info/sct,81680005,Neck Pain,content-match,yes,medium,embedded Epic DX 78890 absent from this export; recovered DX_ID via name match,standard
problem,Condition.code,Neck pain,PROBLEM_LIST,DX_ID,urn:oid:2.16.840.1.113883.3.247.1.1,86021,Neck pain,http://hl7.org/fhir/sid/icd-9-cm,723.1,Neck pain,content-match,yes,medium,embedded Epic DX 78890 absent from this export; recovered DX_ID via name match,standard
